,WFBN_INFO_1_matrix_1,WFBN_INFO_1_matrix_2,WFBN_tal_2_matrix_1,WFBN_tal_2_matrix_2,WFBN_tal_2_matrix_3,WFBN_advnet_5_matrix_1,WFBN_advnet_5_matrix_2,WFBN_advnet_5_matrix_3,Bhea_Orgres_1_matrix_1,Bhea_Orgres_1_matrix_2,Bhea_Orgres_1_matrix_3,Bhea_Orgres_1_matrix_4,Bhea_Orgres_1_matrix_5,Bhea_Opres_2_matrix_1,Bhea_Opres_2_matrix_2,Bhea_Opres_2_matrix_3,Bhea_Opres_5_matrix_1,Bhea_Opres_5_matrix_2,Bhea_Opres_5_matrix_3,Tech_rc_1_matrix_1,Tech_rc_1_matrix_2,Tech_rc_1_matrix_3,Tech_rc_2_matrix_1,Tech_rc_2_matrix_2,Adapt_main_1_matrix_1,Adapt_main_1_matrix_2,Adapt_main_1_matrix_3,Adapt_main_1_matrix_4,Mind_Creat_1_matrix_1,Mind_Creat_1_matrix_2,Mind_Creat_1_matrix_3,Mind_Trust_2_matrix_1,Mind_Trust_2_matrix_2,Mind_Trust_2_matrix_3,Mind_Hope_3_matrix_1,Mind_Hope_3_matrix_2,Mind_Hope_3_matrix_3,Mind_belon_4_matrix_1,Mind_belon_4_matrix_2,Mind_belon_4_matrix_3,Mind_belon_4_matrix_4,Mind_FO_5_matrix_1,Mind_FO_5_matrix_2,V2_Econ_Condition,Recoded_Sales
640,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,0.0
641,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0
642,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,-1.0,1.0
643,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,0.0,0.0
644,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,-1.0,0.0
645,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,1.0
646,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,-1.0,0.0
647,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,5.0,1.0,1.0,-2.0,-4.0
648,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,0.0
649,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0
650,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,-1.0
652,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,0.0
655,3.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,5.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,-2.0,-4.0
656,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,-2.0,-4.0
657,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,3.0
658,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,2.0
660,3.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,1.0,4.0,1.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0
661,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,4.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,-1.0,-2.0
662,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,-1.0,1.0
663,2.0,3.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,2.0,5.0,4.0,2.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,-2.0,-4.0
665,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,-2.0,-1.0
667,3.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,1.0,2.0,1.0,5.0,2.0,5.0,2.0,1.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,-2.0,-4.0
668,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,5.0,1.0,2.0,5.0,2.0,4.0,2.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,-2.0,4.0
669,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,-1.0,0.0
670,1.0,2.0,4.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,-2.0,-4.0
671,4.0,2.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,-1.0,0.0
673,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,-1.0,0.0
674,4.0,3.0,5.0,5.0,3.0,5.0,4.0,2.0,1.0,5.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,1.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,5.0,4.0,-2.0,-4.0
675,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,-2.0
677,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0
678,4.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,-1.0,2.0
679,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0
681,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,-2.0,-4.0
682,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,-1.0,-3.0
683,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,-2.0,2.0
684,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,-1.0
685,4.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,-2.0,-3.0
686,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,-1.0,0.0
687,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0
688,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,4.0
690,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0
691,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,-2.0,-4.0
693,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,-1.0,-2.0
694,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,-1.0,-3.0
695,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,-2.0
696,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,0.0,3.0
697,4.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,-2.0,-4.0
698,5.0,2.0,4.0,5.0,2.0,1.0,5.0,4.0,1.0,5.0,3.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,2.0,5.0,2.0,4.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0,4.0,-1.0,-4.0
699,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,-2.0,1.0
700,4.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,0.0
701,3.0,2.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,3.0,2.0,1.0,3.0,4.0,5.0,2.0,3.0,1.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,-2.0,4.0
702,3.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,3.0,1.0,5.0,5.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,0.0,4.0
703,2.0,2.0,4.0,3.0,1.0,5.0,2.0,3.0,4.0,1.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,-1.0,-1.0
704,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,-1.0,3.0
705,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-2.0,-4.0
706,4.0,4.0,5.0,5.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,-1.0,-1.0
707,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,-2.0,1.0
709,3.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,-2.0,-4.0
710,4.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,-1.0,1.0
711,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0
712,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,1.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,1.0
713,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,-1.0,-4.0
714,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,-1.0,-4.0
715,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,-1.0,1.0
716,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,-1.0,-3.0
718,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,-1.0,-4.0
719,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,2.0
720,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,-1.0,2.0
722,5.0,4.0,5.0,4.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,3.0,1.0,1.0,3.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,-2.0,0.0
723,3.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0
724,4.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,-1.0,3.0
725,3.0,3.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,3.0,4.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0
